标题,摘要,发布时间,链接
东方财富财经早餐 9月30日周一,【财经早餐】1、央行：首套、二套房存量房贷利率批量下调，平均降幅0.5%左右。2、央行、金融监管总局：商业性个人住房贷款不再区分首套、二套住房，最低首付款比例统一为不低于15%。3、国常会：部署加快“十四五”规划102项重大工程实施的有关举措。4、一线城市密集发布楼市新政：上海深圳调降首付比例，广州全面放开限购。,2024-09-30 06:00:52,http://finance.eastmoney.com/a/202409303194535536.html
东方财富财经早餐 9月27日周五,【财经早餐】1、中共中央政治局：要努力提振资本市场，大力引导中长期资金入市。2、中央金融办、中国证监会联合印发《关于推动中长期资金入市的指导意见》。3、央行：组建有关工作专班，全力推进金融增量政策举措加快落地。,2024-09-27 06:00:36,http://finance.eastmoney.com/a/202409263192378611.html
东方财富财经早餐 9月26日周四,【财经早餐】1、《中共中央 国务院关于实施就业优先战略促进高质量充分就业的意见》发布。2、高盛客户电话会被挤爆？强调长期投资者在买入，并指上涨势头可持续。3、中信期货席位空单再引关注，曾做回应：均为代客交易、无自营业务。,2024-09-26 06:00:57,http://finance.eastmoney.com/a/202409253191103487.html
东方财富财经早餐 9月25日周三,【财经早餐】1、央行：降准、降息、降存量房贷利率，创设新的政策工具支持股票市场发展。2、证监会发布《关于深化上市公司并购重组市场改革的意见》。3、证监会研究起草市值管理征求意见稿，进一步引导上市公司关注自身投资价值。,2024-09-25 06:00:32,http://finance.eastmoney.com/a/202409253189828086.html
东方财富财经早餐 9月24日周二,【财经早餐】1、美国拟全面禁用中国智能网联汽车软硬件。2、“价格战”引发经销商资金链断裂问题，中国汽车流通协会向政府部门递交紧急报告。3、国新办将于今日上午9时举行新闻发布会，潘功胜、李云泽、吴清答记者问。,2024-09-24 06:00:35,http://finance.eastmoney.com/a/202409243188517446.html
东方财富财经早餐 9月23日周一,【财经早餐】1、重拳出击，公安部门剑指资本市场“小作文”。2、证监会发布修订后的《证券公司风险控制指标计算标准规定》。3、美国《生物安全法》未被纳入美参议院《2025财年国防授权法案》。,2024-09-23 06:00:44,http://finance.eastmoney.com/a/202409233187626876.html
东方财富财经早餐 9月20日周五,【财经早餐】1、李强：稳妥有序实施渐进式延迟法定退休年龄改革。2、国家发改委：多渠道增加居民收入、适时推出一批增量政策举措。3、电动自行车新国标拟增加北斗定位和实时通信，最高设计车速不超25km/h。,2024-09-20 06:00:20,http://finance.eastmoney.com/a/202409193186163248.html
东方财富财经早餐 9月19日周四,【财经早餐】1、美联储宣布降息50个基点，开启宽松周期。2、李强主持召开国务院常务会议，研究促进创业投资发展的有关举措。3、外交部：对9家美国军工企业采取反制措施。4、中国船舶：拟换股吸收合并中国重工，今日起复牌。,2024-09-19 06:00:01,http://finance.eastmoney.com/a/202409193185040738.html
东方财富财经早餐 9月18日周三,【财经早餐】1、央行：着手推出一些增量政策，进一步降低融资成本。2、商务部新闻发言人就美发布提高部分对华301关税最终措施发表谈话。3、金融监管总局：促进非银行金融机构支持大规模设备更新和消费品以旧换新行动。4、郭明錤称iPhone 16系列销量低于预期：Pro版本遇冷。,2024-09-18 06:00:34,http://finance.eastmoney.com/a/202409183184134731.html
东方财富财经早餐 9月13日周五,【财经早餐】1、习近平主持召开全面推动黄河流域生态保护和高质量发展座谈会。2、吴清：进一步全面深化资本市场改革，多措并举活跃并购重组市场。3、深交所发声：营造更加适配中长期资金入市的环境。,2024-09-13 06:00:15,http://finance.eastmoney.com/a/202409123182244085.html
东方财富财经早餐 9月12日周四,【财经早餐】1、国务院印发《关于加强监管防范风险推动保险业高质量发展的若干意见》。2、证监会：我国资本市场并购重组进入“活跃期”。3、宁德时代回应江西锂矿停产传闻。,2024-09-12 06:00:02,http://finance.eastmoney.com/a/202409123181285688.html
东方财富财经早餐 9月11日周三,【财经早餐】1、全国人大常委会会议审议关于实施渐进式延迟法定退休年龄的决定草案。2、欧盟据悉将降低对自中国进口电动汽车拟议的加征关税。3、华为正式发布全球首款三折叠屏手机，售价19999元起。,2024-09-11 06:00:08,http://finance.eastmoney.com/a/202409113180330391.html
东方财富财经早餐 9月10日周二,【财经早餐】1、苹果发布iPhone 16系列新机，国行版售价5999元起。“苹果智能”明年支持中文。2、沪港通下港股通标的名单调整，调入阿里巴巴等33只股票。3、《人工智能安全治理框架》发布，促进行业安全有序发展。,2024-09-10 06:00:53,http://finance.eastmoney.com/a/202409103179254242.html
东方财富财经早餐 9月9日周一,【财经早餐】1、证监会系统离职人员入股拟上市企业监管规定发布。2、荷兰政府宣布扩大对先进半导体制造设备的出口管制措施。3、华为强势刷屏！三折叠手机MateXT非凡大师预订人数已超200万。,2024-09-09 06:00:30,http://finance.eastmoney.com/a/202409083178376419.html
东方财富财经早餐 9月6日周五,【财经早餐】1、国泰君安证券、海通证券均发布停牌公告，拟筹划重大资产重组，股票9月6日起停牌。2、央行、外汇局发声！谈及降准、货币政策改革、数字人民币。3、五部门发布海南自由贸易港药品、医疗器械“零关税”政策。,2024-09-06 06:00:50,http://finance.eastmoney.com/a/202409063176932694.html
东方财富财经早餐 9月5日周四,【财经早餐】1、两部门发布企业改制重组及事业单位改制有关印花税政策。2、国信证券：拟发行股份购买万和证券96.08%股份，公司股票今日复牌。3、淘宝公告计划新增微信支付能力，允许商户接入微信支付方式。4、勾结时任董事长操纵股价，前“私募一哥”徐翔一审被判赔偿股民损失。,2024-09-05 06:00:59,http://finance.eastmoney.com/a/202409053175819614.html
东方财富财经早餐 9月4日周三,【财经早餐】1、张国清：以科技创新引领产业创新，加快发展壮大高新技术产业。2、又一飞行汽车要来了，小鹏汇天发布“陆地航母”，四季度启动预售。3、华为：目前仍控股引望，与北汽蓝谷、江淮汽车等正在洽谈合作。,2024-09-04 06:00:18,http://finance.eastmoney.com/a/202409043174742329.html
东方财富财经早餐 9月3日周二,【财经早餐】1、国办印发《关于以高水平开放推动服务贸易高质量发展的意见》。2、工信部征求意见：实施大规模设备数字化改造更新。3、中国重工与中国船舶筹划换股吸收合并事宜，今起双双停牌。,2024-09-03 06:00:24,http://finance.eastmoney.com/a/202409033173617826.html
东方财富财经早餐 9月2日周一,【财经早餐】1、国常会研究推动保险业高质量发展的若干意见。2、消息称有关方面正在考虑进一步下调存量房贷利率。3、美再推迟宣布涉中国商品关税最终决定。,2024-09-02 06:00:23,http://finance.eastmoney.com/a/202409013172585425.html
东方财富财经早餐 8月30日周五,【财经早餐】1、习近平主持召开中央全面深化改革委员会第六次会议。2、央行从公开市场业务一级交易商买入4000亿元特别国债。3、国务院国资委：在更大范围、更深层次、更广领域统筹配置国有资本。,2024-08-30 06:00:02,http://finance.eastmoney.com/a/202408303170442932.html
东方财富财经早餐 8月29日周四,【财经早餐】1、涉嫌严重职务犯罪，海通证券副总经理姜诚君被遣返回国。2、英伟达第二财季营收高于预期，批准额外500亿美元股票回购。3、非法获利均过亿！公安部经侦局披露两起“坐庄”操纵证券市场案。,2024-08-29 06:00:52,http://finance.eastmoney.com/a/202408293168900291.html
东方财富财经早餐 8月28日周三,【财经早餐】1、中美在北京开始举行新一轮战略沟通。2、财政部等五部门联合印发通知完善市内免税店政策。3、加拿大拟对华电动汽车征收100%关税，商务部回应。,2024-08-28 06:00:09,http://finance.eastmoney.com/a/202408273167379047.html
东方财富财经早餐 8月27日周二,【财经早餐】1、李强主持国务院第九次专题学习：大力推动银发经济扩容提质。2、住建部官媒：房屋养老金制度被外界误读，公共账户并不需要老百姓出钱。3、北汽蓝谷上半年营收降逾三成，亏损扩大至近26亿元。,2024-08-27 06:00:58,http://finance.eastmoney.com/a/202408263166007087.html
东方财富财经早餐 8月26日周一,【财经早餐】1、李强：大力推动机器人科技创新和产业发展。2、房屋养老金收费标准确定了？相关部门：不实。3、证监会出手！国中水务涉嫌信披违法违规被立案调查。,2024-08-26 06:00:22,http://finance.eastmoney.com/a/202408253164914373.html
东方财富财经早餐 8月23日周五,【财经早餐】1、IPO网下投资者管理规定迎大改，10月1日起实施。2、商务部：近两个月汽车以旧换新补贴申请量快速增长。3、王健林又卖重磅资产！杭州首座万达广场报价14.8亿。,2024-08-23 06:00:00,http://finance.eastmoney.com/a/202408233163171580.html
东方财富财经早餐 8月22日周四,【财经早餐】1、中办、国办印发《关于完善市场准入制度的意见》。2、商务部：对原产于欧盟的进口相关乳制品进行反补贴立案调查。3、国信证券拟购买万和证券控制权，股票今起停牌。,2024-08-22 06:00:11,http://finance.eastmoney.com/a/202408213161908096.html
东方财富财经早餐 8月21日周三,【财经早餐】1、欧盟披露对华电动汽车反补贴最终调查结果草案。2、美国传出新冠病例激增的消息，正加速审批疫苗。3、《黑神话：悟空》全平台销量超450万份，销售额超15亿元。,2024-08-21 06:00:30,http://finance.eastmoney.com/a/202408203160759690.html
东方财富财经早餐 8月20日周二,【财经早餐】1、国常会：研究促进专精特新中小企业高质量发展的政策措施。2、9月1日起，新备案普通型保险产品预定利率上限为2.5%。3、现象级游戏《黑神话：悟空》预售火爆，销量或超500万份。,2024-08-20 06:00:44,http://finance.eastmoney.com/a/202408193159689881.html
东方财富财经早餐 8月19日周一,【财经早餐】1、国务院发文：地方政府不得为公司上市提供奖励。2、网下打新科创板增设600万元相关股票市值要求。3、第二轮汽车以旧换新的政策细则正式出台。,2024-08-19 06:00:25,http://finance.eastmoney.com/a/202408193158742483.html
东方财富财经早餐 8月16日周五,【财经早餐】1、央行行长潘功胜：进一步谋划新的增量政策。2、两部门：9月15日起对锑等物项实施出口管制。3、最高优惠800元！华为Mate60系列突然降价。,2024-08-16 06:00:19,http://finance.eastmoney.com/a/202408153157239131.html
东方财富财经早餐 8月15日周四,【财经早餐】1、美国CPI连续四个月回落、重回“2字头”。2、中美金融工作组将于8月15日至16日在上海举行会议。3、猴痘变异株引发病例激增，世卫组织拉响全球最高级别警报。4、腾讯控股财报亮眼！上半年以约523亿港元回购股份。,2024-08-15 06:00:15,http://finance.eastmoney.com/a/202408143156142296.html
东方财富财经早餐 8月14日周三,【财经早餐】1、央行：前7月新增信贷13.53万亿，7月末M2余额同比增长6.3%。2、国家能源局印发《配电网高质量发展行动实施方案》。3、刷新世界记录，美国团队宣布高温超导新突破。4、工业富联：上半年净利润87.39亿元，同比增长22.04%。,2024-08-14 06:00:35,http://finance.eastmoney.com/a/202408133155128221.html
东方财富财经早餐 8月13日周二,【财经早餐】1、李继尊已卸任证监会办公厅主任，赴深圳正式就任深交所总经理。2、成都出台新政：拟购住房所在区无房的，认定为首套。3、多家券商对国债交易采取限制措施，部分期限甚至被暂停。,2024-08-13 06:00:57,http://finance.eastmoney.com/a/202408133154123577.html
东方财富财经早餐 8月12日周一,【财经早餐】1、中共中央、国务院印发意见，首次系统部署加快经济社会发展全面绿色转型。2、央行发布2024年第二季度中国货币政策执行报告。3、金融监管总局：严禁财产保险公司将线下业务通过互联网方式拓展经营区域。,2024-08-12 06:00:05,http://finance.eastmoney.com/a/202408123153244637.html
东方财富财经早餐 8月9日周五,【财经早餐】1、重组草案出炉，“国联+民生”登陆资本市场进入倒计时。2、上海：计划到2027年底前公交车、出租汽车全面实现新能源化。3、贵州茅台上半年净利417亿元，宣布未来三年分红率不低于75%。,2024-08-09 06:00:32,http://finance.eastmoney.com/a/202408083151789079.html
东方财富财经早餐 8月8日周四,【东方财富财经早餐 8月8日周四】1、时隔8年，上海再次诞生国内单价最贵地王。2、巴斯夫：VA、VE等供应遇不可抗力影响，将中断供应。3、“K9学科培训解禁”系市场误读，义务教育以及学科培训的基本要求，并没有变化。,2024-08-08 06:01:22,http://finance.eastmoney.com/a/202408073150722128.html
东方财富财经早餐 8月7日周三,【财经早餐】1、三部门印发《加快构建新型电力系统行动方案（2024—2027年）》。2、国资委：在卫星导航、芯片等科技创新重点领域，央企带头使用创新产品。3、广州花都区：买房享广州花都“准户口”，大力推行“房票”安置。,2024-08-07 06:00:50,http://finance.eastmoney.com/a/202408073149710772.html
东方财富财经早餐 8月6日周二,【财经早餐】1、美股大幅收跌，纳指跌3.43%，标普跌3%，道指跌2.6%。2、五部门：开展学习运用“千万工程”经验，加强金融支持乡村全面振兴专项行动。3、中国恒大：公司寻求向许家印、丁玉梅等7名被告收回股息及酬金共约60亿美元。,2024-08-06 06:00:17,http://finance.eastmoney.com/a/202408063148598479.html
东方财富财经早餐 8月5日周一,【财经早餐】1、国务院日前印发《关于促进服务消费高质量发展的意见》，提出6方面20项重点任务。2、国办印发《加快构建碳排放双控制度体系工作方案》。3、巴菲特抛售近一半苹果公司股票。,2024-08-05 06:00:56,http://finance.eastmoney.com/a/202408053147570837.html
东方财富财经早餐 8月2日周五,【财经早餐】1、国办印发《关于健全基本医疗保险参保长效机制的指导意见》。2、国家发改委：把促消费放在更加突出的位置，促进汽车、家电等大宗商品消费。3、华电国际拟购买多家公司股权，股票今日复牌。,2024-08-02 06:00:48,http://finance.eastmoney.com/a/202408013146084516.html
东方财富财经早餐 8月1日周四,【财经早餐】1、美联储维持利率不变，美联储主席鲍威尔表示，九月份降息“可能在考虑之中”。2、国务院印发《深入实施以人为本的新型城镇化战略五年行动计划》。3、国常会：要优化强化宏观政策，加大宏观调控力度 。4、三部门：优化调整无人机出口管制措施，9月1日起正式实施。,2024-08-01 06:00:48,http://finance.eastmoney.com/a/202408013145074083.html
东方财富财经早餐 7月31日周三,【财经早餐】1、中共中央政治局召开会议，分析研究当前经济形势和经济工作。2、国务院任命李明为证监会副主席，免去方星海的证监会副主席职务。3、四部门、天津市人民政府联合发布《关于金融支持天津高质量发展的意见》。4、工信部发布工业机器人行业规范条件和管理实施办法（2024版）。,2024-07-31 06:00:48,http://finance.eastmoney.com/a/202407313143781239.html
东方财富财经早餐 7月30日周二,【财经早餐】1、证监会：切实维护市场平稳运行，提高交易监管的针对性有效性。2、财政部：研究同新业态相适应的税收制度，规范经营所得、资本所得、财产所得税收政策。3、金融监管总局：推动城市房地产融资协调机制更好发挥作用。,2024-07-30 06:00:42,http://finance.eastmoney.com/a/202407303142717984.html
东方财富财经早餐 7月29日周一,【财经早餐】1、证监会研究谋划进一步全面深化资本市场改革开放的一揽子举措。2、高频交易费用拟从0.1元提升至每笔1元？业内人士称已征求意见。3、上交所与中证指数有限公司决定，自2024年7月29日起正式发布上证综合全收益指数实时行情。,2024-07-29 06:00:09,http://finance.eastmoney.com/a/202407293141840684.html
东方财富财经早餐 7月26日周五,【财经早餐】1、中共中央政治局常务委员会召开会议，研究部署防汛抗洪救灾工作。2、两部门印发《关于加力支持大规模设备更新和消费品以旧换新的若干措施》。3、国有六大行下调存款利率，股份行跟进。,2024-07-26 06:00:27,http://finance.eastmoney.com/a/202407253140296074.html
东方财富财经早餐 7月25日周四,【财经早餐】1、二十届三中全会权威辅导材料出版发行。2、中国工商银行、中国农业银行下调存款利率。3、上海无人驾驶出租车预计8月对公众开放。,2024-07-25 06:00:25,http://finance.eastmoney.com/a/202407253139251282.html
东方财富财经早餐 7月24日周三,【财经早餐】1、国家发改委：支持优质企业借用中长期外债，促进实体经济高质量发展。2、国务院国资委：持续推动产业高端化、智能化、绿色化发展，全面实施“AI+”专项行动。3、五部门发布《电解铝行业节能降碳专项行动计划》。4、特斯拉第二财季调整后每股收益不及预期，将Robotaxi发布会从8月推迟到10月。,2024-07-24 06:00:22,http://finance.eastmoney.com/a/202407243138183377.html
东方财富财经早餐 7月23日周二,【财经早餐】1、李强在天津调研：进一步加强对科技型中小企业的支持和对科技人员的激励。2、五部门：推动大规模节水设备更新和消费品以旧换新。3、财政部：上半年证券交易印花税509亿元，同比下降54%。,2024-07-23 06:00:32,http://finance.eastmoney.com/a/202407233137096936.html
东方财富财经早餐 7月22日周一,【财经早餐】1、《中共中央关于进一步全面深化改革 推进中国式现代化的决定》发布。2、美国总统拜登宣布退出2024年总统大选。3、广汇汽车：收到拟终止公司股票及可转债上市的事先告知书。,2024-07-22 06:00:41,http://finance.eastmoney.com/a/202407213136231275.html
东方财富财经早餐 7月19日周五,【财经早餐】1、中国共产党第二十届中央委员会第三次全体会议公报发布，全会对进一步全面深化改革做出系统部署。2、中共中央将于今日上午10时举行新闻发布会，介绍和解读党的二十届三中全会精神。3、华电国际筹划注入控股股东资产，今起停牌。,2024-07-19 06:00:37,http://finance.eastmoney.com/a/202407193134758932.html
东方财富财经早餐 7月18日周四,【财经早餐】1、中央汇金二季度继续增持ETF，按照成交均价估算，二季度申购金额或接近150亿元。2、国资大消息！台州鼓励国企投资入股上市公司、拟上市企业等。3、财政部、税务总局：企业专用设备数字化、智能化改造投入可部分抵税。,2024-07-18 06:00:26,http://finance.eastmoney.com/a/202407183133626993.html
东方财富财经早餐 7月17日周三,【财经早餐】1、沪深交易所：正就高频交易差异化收费方案进行研究论证，将坚持内外资一致的原则。2、光伏大利好！“顶层设计”再迎调整，引导建设先进产能。3、上海市国资委召开市值管理工作座谈会，用好各类市值管理工具和资本市场平台。4、充电设施建设大消息！国家能源局重要部署。,2024-07-17 06:00:39,http://finance.eastmoney.com/a/202407173132571998.html
东方财富财经早餐 7月16日周二,【财经早餐】1、中国共产党第二十届中央委员会第三次全体会议在北京举行。2、国家统计局：今年上半年GDP同比增长5%。3、两部门：到2025年首批煤电低碳化改造建设项目全部开工。,2024-07-16 06:00:52,http://finance.eastmoney.com/a/202407153131473964.html
东方财富财经早餐 7月15日周一,【财经早餐】1、央行：上半年新增信贷13.27万亿元，6月末M2余额同比增长6.2%。2、工信部开展工业和信息化领域北斗规模应用试点城市遴选。3、特朗普遭“未遂刺杀”。,2024-07-15 06:00:24,http://finance.eastmoney.com/a/202407143130552238.html
东方财富财经早餐 7月12日周五,【财经早餐】1、国务院：同意在沈阳等6个城市暂时调整实施有关行政法规和部门规章规定。2、美国6月CPI超预期放缓，9月降息概率冲至近90%。3、我国成功搭建国际首个通信与智能融合的6G试验网。,2024-07-12 06:00:40,http://finance.eastmoney.com/a/202407123128942593.html
东方财富财经早餐 7月11日周四,【东方财富财经早餐 7月11日周四】1、证监会：7月11日起暂停转融券业务，存量依法展期并不晚于9月30日了结。2、证监会：强化对程序化交易监管的适应性和针对性，降低程序化交易的消极影响。3、美联储主席鲍威尔：美联储不需要等到通胀降至2%才开始降息。4、萝卜快跑：公司没有公布过在武汉投放萝卜快跑的数量，网传的“千辆”不实。,2024-07-11 06:00:12,http://finance.eastmoney.com/a/202407113127598287.html
东方财富财经早餐 7月10日周三,【财经早餐】1、李强主持召开经济形势专家和企业家座谈会。2、国务院食安办成立联合调查组，彻查罐车运输食用油乱象问题。3、新版程序化交易委托协议文本出台！明确客户的禁止交易行为。,2024-07-10 06:00:49,http://finance.eastmoney.com/a/202407093126250863.html
东方财富财经早餐 7月9日周二,【财经早餐】1、北京拟出台自动驾驶汽车条例，支持网约车等场景。2、苹果产业链传出利好消息！iPhone16系列备货目标上调。3、油罐车卸完煤油直接装食用油？多家上市公司回应：不存在此行为。,2024-07-09 06:00:41,http://finance.eastmoney.com/a/202407083124893779.html
东方财富财经早餐 7月8日周一,【东方财富财经早餐 7月8日周一】1、国常会重磅！事关创新药、数字经济、西部大开发、天津滨海新区。2、打击资本市场财务造假最新政策来了。3、李云泽最新发声！两次调研均强调“保交房”。4、网传平安银行上海部分部门回迁深圳“变相裁员”？公司独家回应。,2024-07-08 06:00:21,http://finance.eastmoney.com/a/202407073123818894.html
东方财富财经早餐 7月5日周五,【东方财富财经早餐 7月5日周五】1、李强出席2024世界人工智能大会暨人工智能全球治理高级别会议开幕式并致辞。2、欧盟按原计划对中国电动汽车加征关税，自7月5日起生效。3、核心宽基ETF交易量明显放大，神秘资金正大举买入。4、多家外资巨头发声，看好中资高股息价值股。,2024-07-05 06:00:30,http://finance.eastmoney.com/a/202407053122249090.html
东方财富财经早餐 7月4日周四,【财经早餐】1、李强：深入推进人工智能赋能，大力推动“人工智能+”制造业。2、五部门公布智能网联汽车“车路云一体化”应用试点城市名单。3、并购重组业务评价启动，券商发力并购业务。4、银行业降薪消息再出，一线银行业务人士直言：压力大。,2024-07-04 06:00:40,http://finance.eastmoney.com/a/202407033121052024.html
东方财富财经早餐 7月3日周三,【东方财富财经早餐 7月3日周三】1、李强将出席2024世界人工智能大会暨人工智能全球治理高级别会议。2、四部门印发《国家人工智能产业综合标准化体系建设指南（2024版）》。3、长沙：开发、去化存在困难的公寓等类住宅商品房可调整为住宅。4、白酒圈重磅！国窖1573涨价，茅台1935暂停发货。,2024-07-03 06:00:50,http://finance.eastmoney.com/a/202407023119920573.html
东方财富财经早餐 7月2日周二,【东方财富财经早餐 7月2日周二】1、何立峰主持召开外资工作座谈会：进一步做好吸引和利用外资工作。2、央行：决定于近期面向部分公开市场业务一级交易商开展国债借入操作。3、国务院发布关于实施《公司法》注册资本登记管理制度的规定。4、网传7月电池排产普遍下滑？宁德时代回应：近期及三季度排产增长。,2024-07-02 06:08:05,http://finance.eastmoney.com/a/202407013118745359.html
东方财富财经早餐 7月1日周一,【东方财富财经早餐 7月1日周一】1、证监会就进一步全面深化资本市场改革开展专题调研。2、国家统计局：6月制造业PMI为49.5%，与上月持平。3、央行：要加大已出台货币政策实施力度，促进房地产市场平稳健康发展。4、北京：拟明确新建、改建、扩建道路为智能化路侧基础设施预留空间。,2024-07-01 06:22:25,http://finance.eastmoney.com/a/202407013117682033.html
东方财富财经早餐 6月28日周五,【东方财富财经早餐 6月28日周五】1、二十届三中全会7月15日至18日召开。2、央行：发挥好金融稳定保障基金作用，牢牢守住不发生系统性金融风险底线。3、财政部就标普维持我国主权信用评级展望“稳定”有关问题答问。,2024-06-28 06:01:37,http://finance.eastmoney.com/a/202406273115936196.html
东方财富财经早餐 6月27日周四,【东方财富财经早餐 6月27日周四】1、李强主持召开国务院常务会议，研究利用外资工作。2、发改委：引导各类资本摒弃“急功近利、快进快出、挣快钱”浮躁心态，坚持长期投资。3、北京：首套房最低首付款比例调整为不低于20%，多子女家庭购二套房认定为首套。,2024-06-27 06:00:04,http://finance.eastmoney.com/a/202406263114789144.html
东方财富财经早餐 6月26日周三,【东方财富财经早餐 6月26日周三】1、四部门：实施设备更新贷款财政贴息政策。2、李强出席2024年夏季达沃斯论坛开幕式并致辞。3、2023年度审计工作报告：谋划新一轮财税体制改革。4、疑似看空中国股市？摩根大通辟谣。,2024-06-26 06:13:01,http://finance.eastmoney.com/a/202406253113416056.html
东方财富财经早餐 6月25日周二,【东方财富财经早餐 6月25日周二】1、习近平为国家最高科学技术奖获得者等颁奖并发表重要讲话。2、多部门：开展智能汽车“车路云一体化”应用试点，鼓励限购城市放宽车辆购买限制。3、海外电池项目接连发生事故，我国或将启动储能安全排查。,2024-06-25 06:27:08,http://finance.eastmoney.com/a/202406253112217574.html
东方财富财经早餐 6月24日周一,【东方财富财经早餐 6月24日周一】1、三大交易所IPO受理、上会全部恢复。2、中欧商定就欧盟对华电动汽车反补贴调查案启动磋商。3、多地出台鼓励放弃、退出农村宅基地相关政策。4、飞天茅台酒终端市场价再次出现较大幅度下跌，散装单瓶价格逼近2100元。,2024-06-24 06:30:33,http://finance.eastmoney.com/a/202406243110998724.html
东方财富财经早餐 6月21日周五,【东方财富财经早餐 6月21日周五】1、加速布局！中央企业牵头建设24个创新联合体。2、能源局：合理引导光伏上游产能建设和释放，避免低端产能重复建设。3、住建部：加快推动收购存量商品房用作保障房。,2024-06-21 05:38:27,http://finance.eastmoney.com/a/202406203109290810.html
东方财富财经早餐 6月20日周四,【东方财富财经早餐 6月20日周四】1、证监会发布“科创板八条”，强化硬科技定位，更大力度支持并购重组。2、国办印发《促进创业投资高质量发展的若干政策措施》。3、上交所：科创板新股定价将试点统一执行3%的最高报价剔除比例。,2024-06-20 06:15:43,http://finance.eastmoney.com/a/202406193108130547.html
东方财富财经早餐 6月19日周三,【东方财富财经早餐 6月19日周三】1、证监会：加快补齐发行上市、股份减持、退市等各领域短板弱项。2、国税总局：税务部门没有倒查20年、30年的安排。3、2024陆家嘴论坛今日拉开大幕。4、工信部苗长兴：高质量推进车路云一体化应用试点工作。,2024-06-19 06:19:21,http://finance.eastmoney.com/a/202406193107039477.html
东方财富财经早餐 6月18日周二,【财经早餐】1、退休人员基本养老金上调3%。2、湖北证监局组织私募开展自查！量化私募需报告量化交易和程序化交易情况。3、商务部：对原产于欧盟的进口相关猪肉及猪副产品进行反倾销立案调查。4、多地中小银行下调存款利率，降幅最高60个基点。,2024-06-18 06:30:24,http://finance.eastmoney.com/a/202406183105884876.html
东方财富财经早餐 6月17日周一,【财经早餐】1、证监会回应单日转融券出借数量增加：指数成分股半年度调整所致。2、国资委启动第三批中央企业创新联合体建设。3、武汉“车路云”一体化示范项目170亿元投资获批。,2024-06-17 06:30:39,http://finance.eastmoney.com/a/202406173104972315.html
东方财富财经早餐 6月14日周五,【财经早餐】1、欧盟加征关税后，中方是否反制？外交部：将坚决采取一切必要措施；2、李强签署国务院令，公布《公平竞争审查条例》；3、瑞银：通过并购重组，中国证券行业未来十年航母型券商呼之欲出。,2024-06-14 06:02:29,http://finance.eastmoney.com/a/202406133103312784.html
东方财富财经早餐 6月13日周四,【财经早餐】1、美联储宣布维持利率不变，预计今年内或最多实施一次降息；2、央行：支持地方国企收购已建成存量商品房，加快推动存量商品房去库存；3、欧盟宣布将在7月初对自中国进口电动汽车加征关税，中方已表示将采取措施维权。,2024-06-13 06:36:25,http://finance.eastmoney.com/a/202406133102255369.html
东方财富财经早餐 6月12日周三,【财经早餐】1、习近平主持召开中央全面深化改革委员会第五次会议；2、注册制首例！上交所对IPO发行人开出5年内不接受申请文件罚单；3、九部门：大力支持跨境电商赋能产业发展，支持跨境电商企业“借展出海”。,2024-06-12 06:33:43,http://finance.eastmoney.com/a/202406123101102994.html
东方财富财经早餐 6月11日周二,【财经早餐】1、沪深北交易所制定程序化交易管理实施细则，推动程序化监管措施平稳落地见效；2、国常会：继续研究储备新的房地产去库存、稳市场政策措施；3、苹果围绕AI功能宣布Apple Intelligence套件，与OpenAI构建合作伙伴关系。,2024-06-11 06:34:02,http://finance.eastmoney.com/a/202406103100090116.html
东方财富财经早餐 6月7日周五,【财经早餐】1、证监会：退市新规设置了一定过渡期，预计短期内退市公司不会明显增加；2、传闻称“监管监控程序化交易撤单”，求证：业务细则确将出台；3、拜登称不会对中国补贴电动汽车坐视不管，外交部：将坚决维权。,2024-06-07 06:05:28,http://finance.eastmoney.com/a/202406063098205116.html
东方财富财经早餐 6月6日周四,【财经早餐】1、监管考虑暂停向量化私募提供深度数据？业内称“或为旧闻炒作”；2、中信证券：A股下半年将迎年度级别上涨行情起点；3、国家新闻出版署更新2024年进口网络游戏审批信息，6月5日共新增15款游戏。,2024-06-06 05:14:11,http://finance.eastmoney.com/a/202406063096659356.html
东方财富财经早餐 6月5日周三,【财经早餐】1、证监会：将在陆家嘴论坛期间发布资本市场相关政策措施；2、四部门有序开展智能网联汽车准入和上路通行试点；3、国资委：推动央企控股上市公司增强资本市场价值认同。,2024-06-05 05:32:21,http://finance.eastmoney.com/a/202406053095534238.html
东方财富财经早餐 6月4日周二,【财经早餐】1、一夜之间9家A股公司收年报问询函！多家系“问询专业户”；2、涉及1.1亿人，上海大都市圈国土空间总体规划即将浮出水面；3、伯克希尔A类股一度暴跌近100%，纽交所：所有错误交易将被视为无效。,2024-06-04 06:06:10,http://finance.eastmoney.com/a/202406043094330014.html
东方财富财经早餐 6月3日周一,【财经早餐】1、习近平：发展新质生产力是推动高质量发展的内在要求和重要着力点；2、证监会：对恒大地产罚款41.75亿，许家印顶格罚款4700万并终身禁入证券市场；3、苏州：全市范围不再审核购房资格，购房可申请落户。,2024-06-03 05:11:25,http://finance.eastmoney.com/a/202406023093174191.html
